Sentiment	PhraseId
1	156493
1	156494
2	156495
2	156496
2	156497
2	156498
2	156499
2	156500
2	156501
2	156502
2	156503
2	156504
1	156505
1	156506
1	156507
1	156508
2	156509
2	156510
1	156511
2	156512
2	156513
2	156514
2	156515
2	156516
2	156517
2	156518
2	156519
2	156520
2	156521
2	156522
2	156523
2	156524
2	156525
2	156526
2	156527
2	156528
3	156529
2	156530
2	156531
2	156532
2	156533
2	156534
2	156535
2	156536
1	156537
1	156538
1	156539
1	156540
1	156541
1	156542
2	156543
2	156544
2	156545
2	156546
2	156547
2	156548
2	156549
2	156550
2	156551
2	156552
2	156553
2	156554
1	156555
1	156556
2	156557
2	156558
2	156559
2	156560
2	156561
2	156562
2	156563
2	156564
2	156565
2	156566
2	156567
2	156568
2	156569
2	156570
2	156571
2	156572
2	156573
1	156574
2	156575
2	156576
2	156577
2	156578
2	156579
2	156580
2	156581
2	156582
2	156583
2	156584
2	156585
2	156586
2	156587
1	156588
2	156589
3	156590
3	156591
3	156592
2	156593
3	156594
2	156595
3	156596
3	156597
3	156598
3	156599
2	156600
2	156601
3	156602
3	156603
3	156604
2	156605
3	156606
2	156607
2	156608
2	156609
3	156610
2	156611
2	156612
2	156613
2	156614
2	156615
2	156616
2	156617
2	156618
2	156619
1	156620
1	156621
1	156622
3	156623
1	156624
3	156625
3	156626
2	156627
1	156628
1	156629
1	156630
1	156631
2	156632
2	156633
1	156634
1	156635
1	156636
1	156637
2	156638
2	156639
2	156640
2	156641
2	156642
2	156643
2	156644
2	156645
2	156646
2	156647
2	156648
2	156649
1	156650
1	156651
2	156652
2	156653
2	156654
2	156655
2	156656
3	156657
3	156658
2	156659
2	156660
2	156661
2	156662
2	156663
2	156664
2	156665
1	156666
1	156667
1	156668
2	156669
2	156670
2	156671
2	156672
1	156673
1	156674
1	156675
1	156676
2	156677
2	156678
2	156679
2	156680
2	156681
2	156682
2	156683
0	156684
0	156685
0	156686
0	156687
0	156688
1	156689
1	156690
1	156691
2	156692
2	156693
2	156694
2	156695
2	156696
2	156697
2	156698
2	156699
2	156700
2	156701
2	156702
2	156703
2	156704
2	156705
1	156706
1	156707
1	156708
1	156709
1	156710
2	156711
2	156712
2	156713
2	156714
2	156715
2	156716
2	156717
2	156718
2	156719
2	156720
2	156721
2	156722
0	156723
2	156724
2	156725
2	156726
2	156727
2	156728
0	156729
0	156730
1	156731
1	156732
2	156733
2	156734
2	156735
2	156736
2	156737
2	156738
2	156739
2	156740
2	156741
2	156742
1	156743
2	156744
1	156745
1	156746
2	156747
2	156748
1	156749
2	156750
2	156751
2	156752
2	156753
3	156754
3	156755
3	156756
3	156757
2	156758
2	156759
2	156760
2	156761
2	156762
2	156763
2	156764
3	156765
2	156766
3	156767
2	156768
2	156769
3	156770
2	156771
2	156772
2	156773
3	156774
2	156775
2	156776
2	156777
3	156778
2	156779
3	156780
3	156781
2	156782
2	156783
1	156784
3	156785
4	156786
4	156787
3	156788
3	156789
3	156790
3	156791
3	156792
3	156793
2	156794
2	156795
2	156796
3	156797
3	156798
2	156799
2	156800
2	156801
2	156802
2	156803
2	156804
3	156805
2	156806
2	156807
2	156808
2	156809
2	156810
2	156811
3	156812
1	156813
2	156814
1	156815
2	156816
1	156817
1	156818
1	156819
1	156820
2	156821
2	156822
2	156823
2	156824
2	156825
2	156826
2	156827
2	156828
2	156829
4	156830
4	156831
4	156832
4	156833
4	156834
4	156835
3	156836
3	156837
3	156838
3	156839
2	156840
3	156841
3	156842
3	156843
1	156844
1	156845
1	156846
2	156847
3	156848
3	156849
1	156850
1	156851
1	156852
2	156853
1	156854
1	156855
2	156856
2	156857
0	156858
1	156859
1	156860
1	156861
2	156862
2	156863
3	156864
3	156865
2	156866
2	156867
2	156868
0	156869
0	156870
0	156871
1	156872
1	156873
1	156874
1	156875
1	156876
1	156877
1	156878
1	156879
2	156880
3	156881
3	156882
3	156883
2	156884
2	156885
1	156886
1	156887
3	156888
2	156889
2	156890
2	156891
2	156892
1	156893
2	156894
1	156895
1	156896
1	156897
2	156898
2	156899
2	156900
3	156901
3	156902
1	156903
3	156904
2	156905
2	156906
3	156907
2	156908
2	156909
2	156910
2	156911
2	156912
2	156913
2	156914
2	156915
2	156916
2	156917
2	156918
2	156919
2	156920
2	156921
2	156922
2	156923
2	156924
2	156925
2	156926
2	156927
2	156928
2	156929
2	156930
2	156931
2	156932
2	156933
3	156934
3	156935
2	156936
2	156937
2	156938
2	156939
2	156940
2	156941
2	156942
2	156943
2	156944
2	156945
2	156946
2	156947
3	156948
3	156949
3	156950
2	156951
2	156952
3	156953
3	156954
2	156955
2	156956
2	156957
2	156958
2	156959
2	156960
2	156961
2	156962
2	156963
2	156964
2	156965
2	156966
2	156967
3	156968
2	156969
2	156970
1	156971
1	156972
1	156973
1	156974
2	156975
2	156976
2	156977
2	156978
2	156979
2	156980
2	156981
2	156982
2	156983
1	156984
1	156985
2	156986
2	156987
2	156988
2	156989
2	156990
2	156991
2	156992
2	156993
2	156994
2	156995
2	156996
2	156997
2	156998
1	156999
1	157000
2	157001
2	157002
2	157003
2	157004
1	157005
2	157006
2	157007
2	157008
2	157009
2	157010
0	157011
2	157012
2	157013
2	157014
2	157015
0	157016
0	157017
2	157018
2	157019
2	157020
3	157021
0	157022
0	157023
1	157024
1	157025
2	157026
1	157027
1	157028
1	157029
2	157030
1	157031
1	157032
2	157033
1	157034
2	157035
2	157036
2	157037
3	157038
3	157039
3	157040
2	157041
2	157042
2	157043
3	157044
4	157045
4	157046
3	157047
2	157048
2	157049
2	157050
2	157051
2	157052
2	157053
2	157054
2	157055
2	157056
2	157057
2	157058
2	157059
2	157060
2	157061
2	157062
1	157063
3	157064
3	157065
2	157066
3	157067
3	157068
3	157069
2	157070
1	157071
2	157072
1	157073
0	157074
0	157075
0	157076
2	157077
0	157078
0	157079
0	157080
0	157081
0	157082
2	157083
2	157084
2	157085
2	157086
2	157087
2	157088
2	157089
2	157090
2	157091
2	157092
2	157093
2	157094
2	157095
3	157096
3	157097
2	157098
2	157099
2	157100
2	157101
2	157102
2	157103
4	157104
3	157105
3	157106
3	157107
3	157108
3	157109
3	157110
3	157111
3	157112
2	157113
3	157114
3	157115
2	157116
2	157117
2	157118
2	157119
3	157120
3	157121
3	157122
2	157123
3	157124
3	157125
2	157126
3	157127
2	157128
3	157129
0	157130
0	157131
1	157132
1	157133
1	157134
2	157135
1	157136
1	157137
1	157138
1	157139
1	157140
2	157141
2	157142
2	157143
1	157144
2	157145
3	157146
1	157147
1	157148
1	157149
1	157150
1	157151
1	157152
2	157153
2	157154
2	157155
2	157156
1	157157
2	157158
2	157159
1	157160
2	157161
2	157162
2	157163
2	157164
1	157165
1	157166
2	157167
2	157168
2	157169
1	157170
2	157171
1	157172
1	157173
1	157174
1	157175
2	157176
3	157177
3	157178
2	157179
2	157180
2	157181
2	157182
3	157183
2	157184
3	157185
2	157186
2	157187
2	157188
2	157189
3	157190
2	157191
2	157192
2	157193
2	157194
2	157195
2	157196
2	157197
2	157198
2	157199
2	157200
1	157201
2	157202
2	157203
3	157204
2	157205
2	157206
3	157207
3	157208
2	157209
2	157210
2	157211
2	157212
2	157213
2	157214
3	157215
3	157216
1	157217
1	157218
1	157219
2	157220
1	157221
1	157222
1	157223
1	157224
2	157225
2	157226
2	157227
2	157228
2	157229
2	157230
2	157231
2	157232
2	157233
2	157234
2	157235
2	157236
0	157237
1	157238
2	157239
3	157240
0	157241
2	157242
2	157243
1	157244
1	157245
1	157246
1	157247
2	157248
2	157249
2	157250
2	157251
2	157252
2	157253
2	157254
2	157255
2	157256
1	157257
2	157258
2	157259
2	157260
2	157261
2	157262
2	157263
0	157264
0	157265
2	157266
1	157267
1	157268
2	157269
2	157270
2	157271
2	157272
2	157273
2	157274
2	157275
2	157276
1	157277
1	157278
1	157279
1	157280
2	157281
2	157282
1	157283
1	157284
1	157285
2	157286
2	157287
2	157288
3	157289
4	157290
3	157291
3	157292
2	157293
3	157294
3	157295
2	157296
4	157297
4	157298
3	157299
4	157300
2	157301
2	157302
2	157303
2	157304
3	157305
3	157306
3	157307
3	157308
2	157309
2	157310
2	157311
3	157312
3	157313
2	157314
2	157315
2	157316
2	157317
2	157318
2	157319
3	157320
3	157321
2	157322
2	157323
2	157324
2	157325
3	157326
2	157327
2	157328
2	157329
2	157330
2	157331
2	157332
2	157333
2	157334
2	157335
2	157336
2	157337
2	157338
2	157339
2	157340
2	157341
1	157342
2	157343
2	157344
1	157345
2	157346
2	157347
2	157348
2	157349
3	157350
3	157351
3	157352
2	157353
2	157354
2	157355
0	157356
0	157357
0	157358
0	157359
0	157360
1	157361
1	157362
2	157363
2	157364
2	157365
2	157366
2	157367
2	157368
2	157369
2	157370
2	157371
2	157372
0	157373
2	157374
2	157375
0	157376
0	157377
2	157378
0	157379
2	157380
1	157381
3	157382
3	157383
3	157384
2	157385
2	157386
2	157387
2	157388
2	157389
2	157390
2	157391
2	157392
2	157393
2	157394
2	157395
2	157396
2	157397
2	157398
2	157399
2	157400
2	157401
2	157402
2	157403
2	157404
2	157405
2	157406
2	157407
2	157408
2	157409
2	157410
2	157411
2	157412
2	157413
2	157414
3	157415
3	157416
3	157417
2	157418
2	157419
2	157420
2	157421
3	157422
2	157423
2	157424
3	157425
3	157426
2	157427
2	157428
2	157429
2	157430
2	157431
3	157432
2	157433
2	157434
2	157435
2	157436
2	157437
2	157438
2	157439
3	157440
3	157441
3	157442
3	157443
3	157444
3	157445
2	157446
2	157447
2	157448
2	157449
2	157450
2	157451
2	157452
2	157453
2	157454
2	157455
2	157456
2	157457
2	157458
2	157459
0	157460
0	157461
1	157462
2	157463
0	157464
0	157465
1	157466
1	157467
1	157468
1	157469
2	157470
2	157471
2	157472
2	157473
2	157474
3	157475
3	157476
1	157477
3	157478
3	157479
3	157480
2	157481
2	157482
2	157483
2	157484
2	157485
1	157486
1	157487
2	157488
2	157489
2	157490
2	157491
2	157492
2	157493
1	157494
1	157495
3	157496
1	157497
1	157498
3	157499
2	157500
2	157501
3	157502
3	157503
2	157504
3	157505
3	157506
3	157507
3	157508
2	157509
2	157510
2	157511
2	157512
2	157513
2	157514
2	157515
2	157516
2	157517
2	157518
2	157519
2	157520
3	157521
3	157522
3	157523
2	157524
2	157525
3	157526
2	157527
3	157528
2	157529
2	157530
2	157531
2	157532
2	157533
2	157534
2	157535
2	157536
2	157537
2	157538
2	157539
2	157540
2	157541
2	157542
2	157543
2	157544
2	157545
2	157546
1	157547
1	157548
2	157549
2	157550
2	157551
2	157552
2	157553
2	157554
2	157555
1	157556
1	157557
1	157558
1	157559
1	157560
2	157561
1	157562
2	157563
2	157564
2	157565
2	157566
2	157567
1	157568
1	157569
2	157570
1	157571
2	157572
1	157573
2	157574
2	157575
2	157576
2	157577
2	157578
2	157579
2	157580
2	157581
2	157582
2	157583
2	157584
2	157585
1	157586
1	157587
1	157588
2	157589
2	157590
0	157591
0	157592
0	157593
1	157594
2	157595
2	157596
2	157597
2	157598
2	157599
2	157600
2	157601
1	157602
1	157603
2	157604
2	157605
2	157606
2	157607
2	157608
2	157609
2	157610
2	157611
2	157612
2	157613
2	157614
2	157615
1	157616
1	157617
1	157618
1	157619
3	157620
3	157621
2	157622
1	157623
0	157624
2	157625
2	157626
2	157627
2	157628
2	157629
2	157630
0	157631
2	157632
2	157633
0	157634
0	157635
0	157636
1	157637
1	157638
1	157639
1	157640
1	157641
1	157642
2	157643
0	157644
0	157645
0	157646
0	157647
0	157648
2	157649
2	157650
2	157651
2	157652
0	157653
0	157654
2	157655
2	157656
3	157657
2	157658
2	157659
2	157660
2	157661
2	157662
3	157663
3	157664
3	157665
3	157666
2	157667
2	157668
2	157669
2	157670
1	157671
2	157672
2	157673
2	157674
1	157675
1	157676
1	157677
2	157678
2	157679
2	157680
2	157681
3	157682
3	157683
3	157684
3	157685
3	157686
3	157687
3	157688
2	157689
3	157690
2	157691
2	157692
2	157693
2	157694
1	157695
2	157696
2	157697
1	157698
1	157699
2	157700
2	157701
2	157702
2	157703
2	157704
2	157705
2	157706
1	157707
2	157708
2	157709
2	157710
2	157711
2	157712
2	157713
2	157714
2	157715
1	157716
2	157717
2	157718
2	157719
1	157720
1	157721
2	157722
2	157723
2	157724
2	157725
2	157726
3	157727
4	157728
3	157729
1	157730
1	157731
1	157732
1	157733
2	157734
2	157735
1	157736
2	157737
2	157738
2	157739
2	157740
2	157741
4	157742
3	157743
3	157744
2	157745
4	157746
4	157747
3	157748
2	157749
2	157750
2	157751
2	157752
2	157753
2	157754
3	157755
2	157756
2	157757
2	157758
2	157759
2	157760
2	157761
2	157762
2	157763
2	157764
3	157765
3	157766
2	157767
2	157768
2	157769
2	157770
3	157771
3	157772
3	157773
2	157774
2	157775
2	157776
2	157777
3	157778
2	157779
3	157780
3	157781
3	157782
3	157783
3	157784
3	157785
2	157786
3	157787
2	157788
2	157789
2	157790
2	157791
3	157792
3	157793
3	157794
3	157795
3	157796
3	157797
2	157798
2	157799
2	157800
2	157801
2	157802
2	157803
2	157804
2	157805
3	157806
4	157807
2	157808
2	157809
4	157810
2	157811
4	157812
4	157813
3	157814
3	157815
3	157816
2	157817
3	157818
3	157819
3	157820
2	157821
4	157822
2	157823
2	157824
2	157825
2	157826
2	157827
2	157828
2	157829
2	157830
3	157831
3	157832
3	157833
2	157834
2	157835
2	157836
2	157837
2	157838
2	157839
2	157840
4	157841
2	157842
2	157843
2	157844
2	157845
2	157846
2	157847
2	157848
3	157849
3	157850
3	157851
3	157852
3	157853
2	157854
2	157855
2	157856
2	157857
2	157858
3	157859
3	157860
2	157861
2	157862
2	157863
2	157864
2	157865
2	157866
3	157867
3	157868
2	157869
2	157870
2	157871
2	157872
2	157873
2	157874
2	157875
2	157876
2	157877
2	157878
3	157879
1	157880
1	157881
1	157882
2	157883
1	157884
1	157885
1	157886
1	157887
2	157888
1	157889
2	157890
2	157891
2	157892
4	157893
4	157894
4	157895
4	157896
4	157897
4	157898
4	157899
4	157900
3	157901
3	157902
3	157903
3	157904
2	157905
3	157906
3	157907
3	157908
3	157909
2	157910
3	157911
3	157912
3	157913
3	157914
2	157915
2	157916
4	157917
4	157918
4	157919
4	157920
3	157921
2	157922
2	157923
2	157924
2	157925
2	157926
3	157927
3	157928
3	157929
2	157930
3	157931
2	157932
2	157933
2	157934
0	157935
0	157936
0	157937
0	157938
2	157939
2	157940
0	157941
0	157942
0	157943
0	157944
0	157945
1	157946
1	157947
2	157948
2	157949
2	157950
2	157951
2	157952
2	157953
1	157954
2	157955
2	157956
2	157957
3	157958
3	157959
2	157960
3	157961
3	157962
3	157963
1	157964
2	157965
2	157966
2	157967
2	157968
2	157969
1	157970
1	157971
1	157972
2	157973
3	157974
2	157975
2	157976
2	157977
2	157978
2	157979
2	157980
2	157981
2	157982
2	157983
2	157984
2	157985
2	157986
2	157987
2	157988
2	157989
2	157990
2	157991
2	157992
2	157993
2	157994
2	157995
2	157996
2	157997
2	157998
2	157999
1	158000
1	158001
2	158002
2	158003
2	158004
2	158005
2	158006
2	158007
2	158008
2	158009
2	158010
2	158011
2	158012
2	158013
2	158014
2	158015
1	158016
1	158017
1	158018
1	158019
1	158020
1	158021
2	158022
1	158023
1	158024
1	158025
2	158026
2	158027
2	158028
2	158029
2	158030
1	158031
2	158032
2	158033
2	158034
2	158035
2	158036
2	158037
1	158038
1	158039
2	158040
2	158041
2	158042
1	158043
1	158044
2	158045
1	158046
1	158047
1	158048
2	158049
2	158050
2	158051
1	158052
3	158053
3	158054
3	158055
3	158056
3	158057
2	158058
2	158059
2	158060
2	158061
3	158062
3	158063
3	158064
3	158065
2	158066
2	158067
2	158068
1	158069
1	158070
0	158071
0	158072
0	158073
2	158074
2	158075
3	158076
3	158077
3	158078
2	158079
3	158080
2	158081
3	158082
2	158083
2	158084
2	158085
2	158086
3	158087
3	158088
3	158089
3	158090
2	158091
2	158092
2	158093
3	158094
3	158095
1	158096
1	158097
1	158098
2	158099
2	158100
3	158101
4	158102
4	158103
4	158104
2	158105
3	158106
2	158107
3	158108
2	158109
2	158110
2	158111
3	158112
3	158113
2	158114
2	158115
3	158116
2	158117
2	158118
2	158119
2	158120
2	158121
2	158122
2	158123
2	158124
2	158125
2	158126
2	158127
2	158128
2	158129
2	158130
2	158131
2	158132
4	158133
4	158134
4	158135
4	158136
4	158137
2	158138
2	158139
2	158140
2	158141
1	158142
3	158143
3	158144
2	158145
2	158146
3	158147
2	158148
3	158149
3	158150
3	158151
4	158152
2	158153
2	158154
2	158155
2	158156
2	158157
2	158158
2	158159
1	158160
2	158161
1	158162
1	158163
2	158164
0	158165
0	158166
0	158167
1	158168
1	158169
2	158170
2	158171
2	158172
2	158173
2	158174
2	158175
2	158176
2	158177
2	158178
2	158179
2	158180
2	158181
2	158182
2	158183
2	158184
2	158185
1	158186
2	158187
3	158188
1	158189
1	158190
2	158191
2	158192
2	158193
2	158194
1	158195
1	158196
1	158197
3	158198
3	158199
2	158200
3	158201
3	158202
3	158203
2	158204
2	158205
3	158206
3	158207
3	158208
4	158209
1	158210
1	158211
1	158212
2	158213
2	158214
2	158215
2	158216
2	158217
2	158218
2	158219
3	158220
3	158221
2	158222
2	158223
3	158224
3	158225
2	158226
2	158227
2	158228
2	158229
3	158230
2	158231
2	158232
2	158233
2	158234
2	158235
2	158236
2	158237
2	158238
1	158239
2	158240
2	158241
1	158242
1	158243
2	158244
1	158245
1	158246
1	158247
2	158248
2	158249
0	158250
1	158251
0	158252
0	158253
2	158254
1	158255
1	158256
2	158257
3	158258
2	158259
2	158260
1	158261
1	158262
3	158263
3	158264
3	158265
2	158266
2	158267
3	158268
1	158269
2	158270
2	158271
2	158272
1	158273
0	158274
0	158275
1	158276
1	158277
1	158278
2	158279
0	158280
1	158281
1	158282
1	158283
1	158284
1	158285
2	158286
2	158287
2	158288
2	158289
2	158290
0	158291
0	158292
0	158293
1	158294
1	158295
1	158296
0	158297
0	158298
1	158299
2	158300
0	158301
0	158302
1	158303
1	158304
1	158305
2	158306
0	158307
0	158308
1	158309
2	158310
1	158311
0	158312
0	158313
2	158314
3	158315
2	158316
2	158317
2	158318
1	158319
2	158320
2	158321
2	158322
1	158323
1	158324
2	158325
1	158326
1	158327
1	158328
2	158329
2	158330
1	158331
2	158332
2	158333
2	158334
2	158335
1	158336
2	158337
2	158338
2	158339
2	158340
2	158341
2	158342
1	158343
1	158344
2	158345
3	158346
2	158347
2	158348
2	158349
2	158350
3	158351
3	158352
3	158353
3	158354
3	158355
3	158356
2	158357
2	158358
0	158359
1	158360
1	158361
1	158362
1	158363
1	158364
2	158365
2	158366
2	158367
2	158368
2	158369
2	158370
0	158371
0	158372
0	158373
1	158374
2	158375
2	158376
2	158377
0	158378
0	158379
0	158380
1	158381
0	158382
0	158383
0	158384
0	158385
2	158386
4	158387
2	158388
2	158389
2	158390
2	158391
2	158392
2	158393
2	158394
2	158395
2	158396
2	158397
2	158398
2	158399
2	158400
2	158401
3	158402
2	158403
3	158404
3	158405
2	158406
2	158407
2	158408
4	158409
4	158410
3	158411
4	158412
4	158413
3	158414
3	158415
3	158416
3	158417
3	158418
2	158419
2	158420
2	158421
2	158422
2	158423
2	158424
2	158425
2	158426
3	158427
2	158428
3	158429
3	158430
3	158431
3	158432
2	158433
3	158434
3	158435
2	158436
2	158437
3	158438
3	158439
2	158440
3	158441
3	158442
2	158443
2	158444
2	158445
2	158446
2	158447
2	158448
2	158449
2	158450
2	158451
2	158452
2	158453
2	158454
2	158455
2	158456
0	158457
0	158458
1	158459
1	158460
1	158461
1	158462
1	158463
1	158464
1	158465
1	158466
2	158467
1	158468
1	158469
2	158470
2	158471
3	158472
2	158473
2	158474
2	158475
2	158476
2	158477
2	158478
1	158479
1	158480
2	158481
2	158482
2	158483
1	158484
1	158485
1	158486
1	158487
1	158488
2	158489
2	158490
2	158491
2	158492
2	158493
3	158494
2	158495
2	158496
2	158497
2	158498
3	158499
3	158500
3	158501
4	158502
2	158503
1	158504
1	158505
2	158506
1	158507
1	158508
2	158509
2	158510
2	158511
2	158512
2	158513
2	158514
1	158515
1	158516
2	158517
2	158518
3	158519
3	158520
2	158521
2	158522
2	158523
2	158524
1	158525
1	158526
2	158527
2	158528
1	158529
2	158530
2	158531
2	158532
2	158533
2	158534
1	158535
2	158536
2	158537
2	158538
2	158539
1	158540
1	158541
2	158542
1	158543
2	158544
2	158545
1	158546
2	158547
1	158548
2	158549
2	158550
2	158551
1	158552
1	158553
3	158554
2	158555
2	158556
2	158557
3	158558
2	158559
2	158560
2	158561
2	158562
3	158563
3	158564
3	158565
3	158566
2	158567
3	158568
3	158569
2	158570
3	158571
3	158572
3	158573
2	158574
2	158575
2	158576
3	158577
3	158578
3	158579
2	158580
2	158581
2	158582
2	158583
2	158584
2	158585
2	158586
2	158587
2	158588
3	158589
2	158590
3	158591
3	158592
4	158593
4	158594
2	158595
2	158596
4	158597
3	158598
4	158599
4	158600
3	158601
3	158602
3	158603
1	158604
1	158605
1	158606
1	158607
2	158608
1	158609
1	158610
1	158611
1	158612
1	158613
1	158614
1	158615
2	158616
2	158617
2	158618
2	158619
2	158620
2	158621
2	158622
2	158623
3	158624
2	158625
3	158626
2	158627
2	158628
2	158629
3	158630
3	158631
3	158632
4	158633
2	158634
4	158635
4	158636
4	158637
4	158638
4	158639
2	158640
2	158641
2	158642
2	158643
2	158644
2	158645
2	158646
2	158647
3	158648
3	158649
2	158650
2	158651
3	158652
0	158653
0	158654
1	158655
1	158656
1	158657
2	158658
2	158659
2	158660
2	158661
2	158662
2	158663
1	158664
1	158665
2	158666
1	158667
1	158668
2	158669
2	158670
0	158671
0	158672
2	158673
2	158674
0	158675
0	158676
0	158677
0	158678
3	158679
2	158680
2	158681
1	158682
1	158683
1	158684
1	158685
2	158686
2	158687
3	158688
3	158689
3	158690
3	158691
2	158692
2	158693
2	158694
1	158695
1	158696
1	158697
1	158698
1	158699
1	158700
2	158701
2	158702
2	158703
2	158704
3	158705
2	158706
2	158707
2	158708
2	158709
2	158710
2	158711
2	158712
2	158713
2	158714
2	158715
2	158716
2	158717
2	158718
2	158719
2	158720
2	158721
2	158722
2	158723
2	158724
2	158725
2	158726
2	158727
2	158728
2	158729
2	158730
2	158731
1	158732
2	158733
1	158734
2	158735
1	158736
2	158737
1	158738
1	158739
2	158740
1	158741
1	158742
1	158743
1	158744
1	158745
1	158746
2	158747
1	158748
2	158749
2	158750
2	158751
2	158752
3	158753
4	158754
4	158755
4	158756
4	158757
2	158758
2	158759
4	158760
4	158761
4	158762
4	158763
3	158764
2	158765
2	158766
2	158767
2	158768
2	158769
1	158770
1	158771
1	158772
1	158773
1	158774
1	158775
2	158776
1	158777
2	158778
1	158779
1	158780
3	158781
3	158782
3	158783
3	158784
3	158785
3	158786
2	158787
2	158788
2	158789
2	158790
2	158791
2	158792
2	158793
1	158794
1	158795
2	158796
1	158797
1	158798
1	158799
1	158800
2	158801
2	158802
2	158803
2	158804
2	158805
2	158806
2	158807
1	158808
1	158809
3	158810
3	158811
1	158812
1	158813
1	158814
1	158815
1	158816
1	158817
1	158818
2	158819
2	158820
3	158821
3	158822
3	158823
2	158824
3	158825
3	158826
2	158827
2	158828
3	158829
3	158830
2	158831
3	158832
3	158833
2	158834
3	158835
1	158836
0	158837
0	158838
3	158839
3	158840
3	158841
2	158842
2	158843
2	158844
2	158845
2	158846
2	158847
3	158848
2	158849
2	158850
2	158851
2	158852
2	158853
3	158854
3	158855
